resume_id,full_name,age,city,profession,profession_category,experience_years,experience_level,work_experience,skills,salary,education,languages,job_expectations,created_date,ml_text
7764,Новикова Анастасия Алексеевна,29,Новосибирск,Графический дизайнер,Design,2,Junior,"Младший Графический дизайнер в Сбербанк (2023-11 - настоящее время): Разработка интерфейсов, Создание дизайнов | Старший Графический дизайнер в Тинькофф (2023-11 - 2025-09): Создание дизайнов, Разработка интерфейсов","Брендинг, Adobe Photoshop, Illustrator",77683,Высшее,"Русский (родной), Английский (B2)","Интересные проекты, Конкурентная зарплата",2024-05-29,"Кандидат: Новикова Анастасия Алексеевна. Профессия: Графический дизайнер. Опыт: 2 лет (Junior). Навыки: Брендинг, Adobe Photoshop, Illustrator. Опыт работы: Младший Графический дизайнер в Сбербанк (2023-11 - настоящее время): Разработка интерфейсов, Создание дизайнов | Старший Графический дизайнер в Тинькофф (2023-11 - 2025-09): Создание дизайнов, Разработка интерфейсов. Образование: Высшее. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Новосибирск"
7765,Попова Ангелина Валерьевна,34,Екатеринбург,Продуктовый менеджер,Management,5,Middle,"Продуктовый менеджер в Газпром (2020-11 - настоящее время): Переговоры, Планирование проектов | Продуктовый менеджер в Сбербанк (2020-11 - 2025-06): Переговоры, Планирование проектов","SQL, Product Management, Analytics",133581,Среднее специальное,"Русский (родной), Английский (B1)","Профессиональный рост, Интересные проекты",2024-06-13,"Кандидат: Попова Ангелина Валерьевна. Профессия: Продуктовый менеджер. Опыт: 5 лет (Middle). Навыки: SQL, Product Management, Analytics. Опыт работы: Продуктовый менеджер в Газпром (2020-11 - настоящее время): Переговоры, Планирование проектов | Продуктовый менеджер в Сбербанк (2020-11 - 2025-06): Переговоры, Планирование проектов. Образование: Среднее специальное. Ожидания: Профессиональный рост, Интересные проекты. Город: Екатеринбург"
7766,Козлова Александра Васильевна,34,Казань,JavaScript разработчик,IT,8,Senior,"Младший JavaScript разработчик в Тинькофф (2017-11 - настоящее время): Оптимизация баз данных, Тестирование ПО | JavaScript разработчик в Яндекс (2023-11 - 2025-09): Разработка приложений, Оптимизация баз данных","React, HTML/CSS, JavaScript",338005,Среднее специальное,"Русский (родной), Английский (B1)","Профессиональный рост, Конкурентная зарплата",2025-06-23,"Кандидат: Козлова Александра Васильевна. Профессия: JavaScript разработчик. Опыт: 8 лет (Senior). Навыки: React, HTML/CSS, JavaScript. Опыт работы: Младший JavaScript разработчик в Тинькофф (2017-11 - настоящее время): Оптимизация баз данных, Тестирование ПО | JavaScript разработчик в Яндекс (2023-11 - 2025-09): Разработка приложений, Оптимизация баз данных. Образование: Среднее специальное. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Казань"
7767,Попов Валентин Александрович,31,Санкт-Петербург,Data Scientist,IT,8,Senior,"Младший Data Scientist в Яндекс (2017-11 - настоящее время): Тестирование ПО, Разработка приложений | Старший Data Scientist в Газпром (2021-11 - 2025-08): Тестирование ПО, Оптимизация баз данных","SQL, Pandas, Python",229716,Высшее,Русский (родной),"Конкурентная зарплата, Интересные проекты",2024-06-23,"Кандидат: Попов Валентин Александрович. Профессия: Data Scientist. Опыт: 8 лет (Senior). Навыки: SQL, Pandas, Python. Опыт работы: Младший Data Scientist в Яндекс (2017-11 - настоящее время): Тестирование ПО, Разработка приложений | Старший Data Scientist в Газпром (2021-11 - 2025-08): Тестирование ПО, Оптимизация баз данных. Образование: Высшее. Ожидания: Конкурентная зарплата, Интересные проекты. Город: Санкт-Петербург"
7768,Новиков Борис Васильевич,33,Санкт-Петербург,Python разработчик,IT,3,Middle,"Младший Python разработчик в Яндекс (2022-11 - настоящее время): Оптимизация баз данных, Тестирование ПО | Python разработчик в Тинькофф (2023-11 - 2025-07): Разработка приложений, Тестирование ПО","Django, Python, SQL",122784,Среднее специальное,"Русский (родной), Английский (B1)","Конкурентная зарплата, Интересные проекты",2024-04-05,"Кандидат: Новиков Борис Васильевич. Профессия: Python разработчик. Опыт: 3 лет (Middle). Навыки: Django, Python, SQL. Опыт работы: Младший Python разработчик в Яндекс (2022-11 - настоящее время): Оптимизация баз данных, Тестирование ПО | Python разработчик в Тинькофф (2023-11 - 2025-07): Разработка приложений, Тестирование ПО. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Интересные проекты. Город: Санкт-Петербург"
7769,Петров Алексей Борисович,28,Екатеринбург,Экономист,Finance,3,Middle,"Младший Экономист в Яндекс (2022-11 - настоящее время): Финансовая отчетность, Анализ показателей | Экономист в Тинькофф (2023-11 - 2025-06): Анализ показателей, Финансовая отчетность","Статистика, Экономический анализ, Excel",158788,Высшее,"Русский (родной), Английский (B2)","Гибкий график, Конкурентная зарплата",2025-01-22,"Кандидат: Петров Алексей Борисович. Профессия: Экономист. Опыт: 3 лет (Middle). Навыки: Статистика, Экономический анализ, Excel. Опыт работы: Младший Экономист в Яндекс (2022-11 - настоящее время): Финансовая отчетность, Анализ показателей | Экономист в Тинькофф (2023-11 - 2025-06): Анализ показателей, Финансовая отчетность. Образование: Высшее. Ожидания: Гибкий график, Конкурентная зарплата. Город: Екатеринбург"
7770,Козлова Варвара Александровна,29,Санкт-Петербург,HR менеджер,Management,2,Junior,"Младший HR менеджер в Тинькофф (2023-11 - настоящее время): Планирование проектов, Переговоры | HR менеджер в ВТБ (2023-11 - 2025-09): Планирование проектов, Переговоры","Подбор персонала, Onboarding, HR аналитика",117423,Высшее,"Русский (родной), Английский (B1)","Конкурентная зарплата, Гибкий график",2023-12-16,"Кандидат: Козлова Варвара Александровна. Профессия: HR менеджер. Опыт: 2 лет (Junior). Навыки: Подбор персонала, Onboarding, HR аналитика. Опыт работы: Младший HR менеджер в Тинькофф (2023-11 - настоящее время): Планирование проектов, Переговоры | HR менеджер в ВТБ (2023-11 - 2025-09): Планирование проектов, Переговоры. Образование: Высшее. Ожидания: Конкурентная зарплата, Гибкий график. Город: Санкт-Петербург"
7771,Лебедев Валентин Валерьевич,24,Москва,Проектный менеджер,Management,4,Middle,"Проектный менеджер в Яндекс (2021-11 - настоящее время): Планирование проектов, Управление командой | Проектный менеджер в Газпром (2023-11 - 2025-09): Планирование проектов, Управление командой","Scrum, JIRA, Управление проектами",199519,Высшее,"Русский (родной), Английский (B1)","Профессиональный рост, Гибкий график",2024-07-14,"Кандидат: Лебедев Валентин Валерьевич. Профессия: Проектный менеджер. Опыт: 4 лет (Middle). Навыки: Scrum, JIRA, Управление проектами. Опыт работы: Проектный менеджер в Яндекс (2021-11 - настоящее время): Планирование проектов, Управление командой | Проектный менеджер в Газпром (2023-11 - 2025-09): Планирование проектов, Управление командой. Образование: Высшее. Ожидания: Профессиональный рост, Гибкий график. Город: Москва"
7772,Смирнова Варвара Борисовна,22,Казань,Инженер-проектировщик,Other,2,Junior,"Инженер-проектировщик в Яндекс (2023-11 - настоящее время): Поддержка пользователей, Анализ данных | Старший Инженер-проектировщик в Тинькофф (2023-11 - 2025-06): Анализ данных, Поддержка пользователей","AutoCAD, Черчение, Проектирование",63451,Среднее специальное,"Русский (родной), Английский (B1)","Конкурентная зарплата, Гибкий график",2025-06-01,"Кандидат: Смирнова Варвара Борисовна. Профессия: Инженер-проектировщик. Опыт: 2 лет (Junior). Навыки: AutoCAD, Черчение, Проектирование. Опыт работы: Инженер-проектировщик в Яндекс (2023-11 - настоящее время): Поддержка пользователей, Анализ данных | Старший Инженер-проектировщик в Тинькофф (2023-11 - 2025-06): Анализ данных, Поддержка пользователей. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Гибкий график. Город: Казань"
7773,Морозова Валерия Валентиновна,28,Санкт-Петербург,Python разработчик,IT,8,Senior,"Python разработчик в ВТБ (2017-11 - настоящее время): Тестирование ПО, Оптимизация баз данных | Старший Python разработчик в ВТБ (2019-11 - 2025-07): Оптимизация баз данных, Тестирование ПО","Python, Flask, Django",285558,Высшее,Русский (родной),"Интересные проекты, Конкурентная зарплата",2025-10-11,"Кандидат: Морозова Валерия Валентиновна. Профессия: Python разработчик. Опыт: 8 лет (Senior). Навыки: Python, Flask, Django. Опыт работы: Python разработчик в ВТБ (2017-11 - настоящее время): Тестирование ПО, Оптимизация баз данных | Старший Python разработчик в ВТБ (2019-11 - 2025-07): Оптимизация баз данных, Тестирование ПО. Образование: Высшее. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Санкт-Петербург"
7774,Петрова Валерия Андреевна,26,Москва,Бухгалтер,Finance,1,Junior,"Junior Бухгалтер в ВТБ (2024-11 - настоящее время): Анализ показателей, Финансовая отчетность","Бухгалтерский учет, Налоги, 1С",76707,Высшее,"Русский (родной), Английский (B1)","Интересные проекты, Конкурентная зарплата",2025-08-15,"Кандидат: Петрова Валерия Андреевна. Профессия: Бухгалтер. Опыт: 1 лет (Junior). Навыки: Бухгалтерский учет, Налоги, 1С. Опыт работы: Junior Бухгалтер в ВТБ (2024-11 - настоящее время): Анализ показателей, Финансовая отчетность. Образование: Высшее. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Москва"
7775,Смирнова Анастасия Валентиновна,37,Москва,UX/UI дизайнер,Design,7,Senior,"Младший UX/UI дизайнер в Газпром (2018-11 - настоящее время): Разработка интерфейсов, Прототипирование | UX/UI дизайнер в Яндекс (2018-11 - 2025-06): Создание дизайнов, Прототипирование","User Research, Figma, Wireframing",303832,Высшее,"Русский (родной), Английский (B2)","Гибкий график, Профессиональный рост",2023-12-02,"Кандидат: Смирнова Анастасия Валентиновна. Профессия: UX/UI дизайнер. Опыт: 7 лет (Senior). Навыки: User Research, Figma, Wireframing. Опыт работы: Младший UX/UI дизайнер в Газпром (2018-11 - настоящее время): Разработка интерфейсов, Прототипирование | UX/UI дизайнер в Яндекс (2018-11 - 2025-06): Создание дизайнов, Прототипирование. Образование: Высшее. Ожидания: Гибкий график, Профессиональный рост. Город: Москва"
7776,Смирнова Анастасия Александровна,33,Новосибирск,Веб-дизайнер,Design,6,Senior,"Младший Веб-дизайнер в Тинькофф (2019-11 - настоящее время): Разработка интерфейсов, Создание дизайнов | Старший Веб-дизайнер в Яндекс (2020-11 - 2025-09): Разработка интерфейсов, Прототипирование","UI/UX, Prototyping, Figma",333345,Высшее,Русский (родной),"Профессиональный рост, Гибкий график",2024-06-08,"Кандидат: Смирнова Анастасия Александровна. Профессия: Веб-дизайнер. Опыт: 6 лет (Senior). Навыки: UI/UX, Prototyping, Figma. Опыт работы: Младший Веб-дизайнер в Тинькофф (2019-11 - настоящее время): Разработка интерфейсов, Создание дизайнов | Старший Веб-дизайнер в Яндекс (2020-11 - 2025-09): Разработка интерфейсов, Прототипирование. Образование: Высшее. Ожидания: Профессиональный рост, Гибкий график. Город: Новосибирск"
7777,Лебедев Борис Вадимович,32,Санкт-Петербург,JavaScript разработчик,IT,4,Middle,"Младший JavaScript разработчик в Сбербанк (2021-11 - настоящее время): Разработка приложений, Тестирование ПО | Старший JavaScript разработчик в Тинькофф (2021-11 - 2025-07): Разработка приложений, Тестирование ПО","Vue, HTML/CSS, JavaScript",172113,Среднее специальное,Русский (родной),"Профессиональный рост, Конкурентная зарплата",2024-12-17,"Кандидат: Лебедев Борис Вадимович. Профессия: JavaScript разработчик. Опыт: 4 лет (Middle). Навыки: Vue, HTML/CSS, JavaScript. Опыт работы: Младший JavaScript разработчик в Сбербанк (2021-11 - настоящее время): Разработка приложений, Тестирование ПО | Старший JavaScript разработчик в Тинькофф (2021-11 - 2025-07): Разработка приложений, Тестирование ПО. Образование: Среднее специальное. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Санкт-Петербург"
7778,Иванов Андрей Валерьевич,24,Екатеринбург,Экономист,Finance,1,Junior,"Экономист в ВТБ (2024-11 - настоящее время): Финансовая отчетность, Анализ показателей","Экономический анализ, Excel, Статистика",109850,Среднее специальное,"Русский (родной), Английский (B1)","Профессиональный рост, Гибкий график",2024-10-21,"Кандидат: Иванов Андрей Валерьевич. Профессия: Экономист. Опыт: 1 лет (Junior). Навыки: Экономический анализ, Excel, Статистика. Опыт работы: Экономист в ВТБ (2024-11 - настоящее время): Финансовая отчетность, Анализ показателей. Образование: Среднее специальное. Ожидания: Профессиональный рост, Гибкий график. Город: Екатеринбург"
7779,Иванова Алина Артемовна,30,Санкт-Петербург,Графический дизайнер,Design,4,Middle,"Junior Графический дизайнер в Яндекс (2021-11 - настоящее время): Прототипирование, Разработка интерфейсов | Старший Графический дизайнер в Яндекс (2022-11 - 2025-06): Создание дизайнов, Разработка интерфейсов","Брендинг, Illustrator, Adobe Photoshop",231902,Среднее специальное,"Русский (родной), Английский (B2)","Гибкий график, Интересные проекты",2025-09-04,"Кандидат: Иванова Алина Артемовна. Профессия: Графический дизайнер. Опыт: 4 лет (Middle). Навыки: Брендинг, Illustrator, Adobe Photoshop. Опыт работы: Junior Графический дизайнер в Яндекс (2021-11 - настоящее время): Прототипирование, Разработка интерфейсов | Старший Графический дизайнер в Яндекс (2022-11 - 2025-06): Создание дизайнов, Разработка интерфейсов. Образование: Среднее специальное. Ожидания: Гибкий график, Интересные проекты. Город: Санкт-Петербург"
7780,Козлова Алла Валерьевна,33,Екатеринбург,Экономист,Finance,3,Middle,"Junior Экономист в ВТБ (2022-11 - настоящее время): Финансовая отчетность, Ведение учета | Экономист в Яндекс (2022-11 - 2025-09): Финансовая отчетность, Анализ показателей","Экономический анализ, Excel, Статистика",168480,Среднее специальное,Русский (родной),"Профессиональный рост, Интересные проекты",2024-05-13,"Кандидат: Козлова Алла Валерьевна. Профессия: Экономист. Опыт: 3 лет (Middle). Навыки: Экономический анализ, Excel, Статистика. Опыт работы: Junior Экономист в ВТБ (2022-11 - настоящее время): Финансовая отчетность, Ведение учета | Экономист в Яндекс (2022-11 - 2025-09): Финансовая отчетность, Анализ показателей. Образование: Среднее специальное. Ожидания: Профессиональный рост, Интересные проекты. Город: Екатеринбург"
7781,Новикова Алена Валерьевна,32,Екатеринбург,HR менеджер,Management,3,Middle,"HR менеджер в Яндекс (2022-11 - настоящее время): Переговоры, Планирование проектов | HR менеджер в ВТБ (2022-11 - 2025-06): Управление командой, Планирование проектов","Onboarding, Подбор персонала, HR аналитика",198740,Среднее специальное,"Русский (родной), Английский (B2)","Конкурентная зарплата, Гибкий график",2024-08-27,"Кандидат: Новикова Алена Валерьевна. Профессия: HR менеджер. Опыт: 3 лет (Middle). Навыки: Onboarding, Подбор персонала, HR аналитика. Опыт работы: HR менеджер в Яндекс (2022-11 - настоящее время): Переговоры, Планирование проектов | HR менеджер в ВТБ (2022-11 - 2025-06): Управление командой, Планирование проектов. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Гибкий график. Город: Екатеринбург"
7782,Кузнецов Борис Викторович,28,Санкт-Петербург,Финансовый аналитик,Finance,2,Junior,"Junior Финансовый аналитик в Газпром (2023-11 - настоящее время): Анализ показателей, Финансовая отчетность | Старший Финансовый аналитик в Яндекс (2023-11 - 2025-07): Ведение учета, Анализ показателей","Финансовое моделирование, Excel, Финансовый анализ",71906,Высшее,"Русский (родной), Английский (B2)","Гибкий график, Конкурентная зарплата",2025-06-29,"Кандидат: Кузнецов Борис Викторович. Профессия: Финансовый аналитик. Опыт: 2 лет (Junior). Навыки: Финансовое моделирование, Excel, Финансовый анализ. Опыт работы: Junior Финансовый аналитик в Газпром (2023-11 - настоящее время): Анализ показателей, Финансовая отчетность | Старший Финансовый аналитик в Яндекс (2023-11 - 2025-07): Ведение учета, Анализ показателей. Образование: Высшее. Ожидания: Гибкий график, Конкурентная зарплата. Город: Санкт-Петербург"
7783,Иванов Валентин Валентинович,28,Москва,HR менеджер,Management,8,Senior,"Junior HR менеджер в Яндекс (2017-11 - настоящее время): Управление командой, Планирование проектов | HR менеджер в Сбербанк (2023-11 - 2025-07): Управление командой, Переговоры","Подбор персонала, Onboarding, HR аналитика",329655,Высшее,"Русский (родной), Английский (B2)","Профессиональный рост, Конкурентная зарплата",2025-01-12,"Кандидат: Иванов Валентин Валентинович. Профессия: HR менеджер. Опыт: 8 лет (Senior). Навыки: Подбор персонала, Onboarding, HR аналитика. Опыт работы: Junior HR менеджер в Яндекс (2017-11 - настоящее время): Управление командой, Планирование проектов | HR менеджер в Сбербанк (2023-11 - 2025-07): Управление командой, Переговоры. Образование: Высшее. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Москва"
7784,Лебедева Александра Вадимовна,29,Казань,Веб-дизайнер,Design,5,Middle,"Junior Веб-дизайнер в Газпром (2020-11 - настоящее время): Прототипирование, Разработка интерфейсов | Веб-дизайнер в ВТБ (2020-11 - 2025-10): Прототипирование, Разработка интерфейсов","Prototyping, Figma, UI/UX",157147,Среднее специальное,"Русский (родной), Английский (B2)","Профессиональный рост, Конкурентная зарплата",2024-09-14,"Кандидат: Лебедева Александра Вадимовна. Профессия: Веб-дизайнер. Опыт: 5 лет (Middle). Навыки: Prototyping, Figma, UI/UX. Опыт работы: Junior Веб-дизайнер в Газпром (2020-11 - настоящее время): Прототипирование, Разработка интерфейсов | Веб-дизайнер в ВТБ (2020-11 - 2025-10): Прототипирование, Разработка интерфейсов. Образование: Среднее специальное. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Казань"
7785,Козлов Валерий Александрович,34,Екатеринбург,Графический дизайнер,Design,4,Middle,"Junior Графический дизайнер в Тинькофф (2021-11 - настоящее время): Создание дизайнов, Прототипирование | Графический дизайнер в Сбербанк (2021-11 - 2025-10): Создание дизайнов, Прототипирование","Брендинг, Illustrator, Adobe Photoshop",226380,Среднее специальное,Русский (родной),"Профессиональный рост, Конкурентная зарплата",2024-02-24,"Кандидат: Козлов Валерий Александрович. Профессия: Графический дизайнер. Опыт: 4 лет (Middle). Навыки: Брендинг, Illustrator, Adobe Photoshop. Опыт работы: Junior Графический дизайнер в Тинькофф (2021-11 - настоящее время): Создание дизайнов, Прототипирование | Графический дизайнер в Сбербанк (2021-11 - 2025-10): Создание дизайнов, Прототипирование. Образование: Среднее специальное. Ожидания: Профессиональный рост, Конкурентная зарплата. Город: Екатеринбург"
7786,Попова Валентина Борисовна,29,Москва,UX/UI дизайнер,Design,4,Middle,"Junior UX/UI дизайнер в ВТБ (2021-11 - настоящее время): Прототипирование, Разработка интерфейсов | Старший UX/UI дизайнер в ВТБ (2022-11 - 2025-08): Создание дизайнов, Прототипирование","Wireframing, User Research, Figma",249783,Среднее специальное,"Русский (родной), Английский (B1)","Конкурентная зарплата, Гибкий график",2024-03-14,"Кандидат: Попова Валентина Борисовна. Профессия: UX/UI дизайнер. Опыт: 4 лет (Middle). Навыки: Wireframing, User Research, Figma. Опыт работы: Junior UX/UI дизайнер в ВТБ (2021-11 - настоящее время): Прототипирование, Разработка интерфейсов | Старший UX/UI дизайнер в ВТБ (2022-11 - 2025-08): Создание дизайнов, Прототипирование. Образование: Среднее специальное. Ожидания: Конкурентная зарплата, Гибкий график. Город: Москва"
7787,Смирнов Борис Артемович,31,Казань,Продуктовый менеджер,Management,8,Senior,"Продуктовый менеджер в Тинькофф (2017-11 - настоящее время): Планирование проектов, Управление командой | Старший Продуктовый менеджер в Тинькофф (2019-11 - 2025-06): Переговоры, Планирование проектов","Product Management, SQL, Analytics",345208,Высшее,"Русский (родной), Английский (B2)","Интересные проекты, Гибкий график",2024-02-21,"Кандидат: Смирнов Борис Артемович. Профессия: Продуктовый менеджер. Опыт: 8 лет (Senior). Навыки: Product Management, SQL, Analytics. Опыт работы: Продуктовый менеджер в Тинькофф (2017-11 - настоящее время): Планирование проектов, Управление командой | Старший Продуктовый менеджер в Тинькофф (2019-11 - 2025-06): Переговоры, Планирование проектов. Образование: Высшее. Ожидания: Интересные проекты, Гибкий график. Город: Казань"
7788,Кузнецов Валерий Вадимович,30,Москва,Графический дизайнер,Design,1,Junior,"Графический дизайнер в Яндекс (2024-11 - настоящее время): Прототипирование, Разработка интерфейсов","Adobe Photoshop, Брендинг, Illustrator",88609,Высшее,"Русский (родной), Английский (B1)","Гибкий график, Профессиональный рост",2025-04-19,"Кандидат: Кузнецов Валерий Вадимович. Профессия: Графический дизайнер. Опыт: 1 лет (Junior). Навыки: Adobe Photoshop, Брендинг, Illustrator. Опыт работы: Графический дизайнер в Яндекс (2024-11 - настоящее время): Прототипирование, Разработка интерфейсов. Образование: Высшее. Ожидания: Гибкий график, Профессиональный рост. Город: Москва"
7789,Кузнецов Андрей Борисович,28,Санкт-Петербург,UX/UI дизайнер,Design,5,Middle,"UX/UI дизайнер в Яндекс (2020-11 - настоящее время): Прототипирование, Разработка интерфейсов | UX/UI дизайнер в Тинькофф (2021-11 - 2025-09): Прототипирование, Разработка интерфейсов","User Research, Wireframing, Figma",233610,Высшее,"Русский (родной), Английский (B2)","Интересные проекты, Конкурентная зарплата",2025-04-07,"Кандидат: Кузнецов Андрей Борисович. Профессия: UX/UI дизайнер. Опыт: 5 лет (Middle). Навыки: User Research, Wireframing, Figma. Опыт работы: UX/UI дизайнер в Яндекс (2020-11 - настоящее время): Прототипирование, Разработка интерфейсов | UX/UI дизайнер в Тинькофф (2021-11 - 2025-09): Прототипирование, Разработка интерфейсов. Образование: Высшее. Ожидания: Интересные проекты, Конкурентная зарплата. Город: Санкт-Петербург"
7790,Смирнов Артем Алексеевич,29,Москва,Финансовый аналитик,Finance,5,Middle,"Финансовый аналитик в ВТБ (2020-11 - настоящее время): Финансовая отчетность, Анализ показателей | Финансовый аналитик в Газпром (2023-11 - 2025-08): Ведение учета, Анализ показателей","Финансовый анализ, Excel, Финансовое моделирование",197524,Среднее специальное,"Русский (родной), Английский (B1)","Профессиональный рост, Интересные проекты",2024-09-25,"Кандидат: Смирнов Артем Алексеевич. Профессия: Финансовый аналитик. Опыт: 5 лет (Middle). Навыки: Финансовый анализ, Excel, Финансовое моделирование. Опыт работы: Финансовый аналитик в ВТБ (2020-11 - настоящее время): Финансовая отчетность, Анализ показателей | Финансовый аналитик в Газпром (2023-11 - 2025-08): Ведение учета, Анализ показателей. Образование: Среднее специальное. Ожидания: Профессиональный рост, Интересные проекты. Город: Москва"
7791,Иванов Александр Вадимович,25,Екатеринбург,Инженер-проектировщик,Other,4,Middle,"Junior Инженер-проектировщик в ВТБ (2021-11 - настоящее время): Поддержка пользователей, Анализ данных | Старший Инженер-проектировщик в Яндекс (2021-11 - 2025-09): Анализ данных, Поддержка пользователей","AutoCAD, Проектирование, Черчение",144549,Высшее,"Русский (родной), Английский (B2)","Конкурентная зарплата, Гибкий график",2024-11-24,"Кандидат: Иванов Александр Вадимович. Профессия: Инженер-проектировщик. Опыт: 4 лет (Middle). Навыки: AutoCAD, Проектирование, Черчение. Опыт работы: Junior Инженер-проектировщик в ВТБ (2021-11 - настоящее время): Поддержка пользователей, Анализ данных | Старший Инженер-проектировщик в Яндекс (2021-11 - 2025-09): Анализ данных, Поддержка пользователей. Образование: Высшее. Ожидания: Конкурентная зарплата, Гибкий график. Город: Екатеринбург"
7792,Козлов Александр Андреевич,23,Казань,Продуктовый менеджер,Management,1,Junior,"Продуктовый менеджер в ВТБ (2024-11 - настоящее время): Управление командой, Переговоры","Product Management, Analytics, SQL",90663,Высшее,Русский (родной),"Интересные проекты, Профессиональный рост",2024-05-07,"Кандидат: Козлов Александр Андреевич. Профессия: Продуктовый менеджер. Опыт: 1 лет (Junior). Навыки: Product Management, Analytics, SQL. Опыт работы: Продуктовый менеджер в ВТБ (2024-11 - настоящее время): Управление командой, Переговоры. Образование: Высшее. Ожидания: Интересные проекты, Профессиональный рост. Город: Казань"
7793,Петров Вадим Васильевич,26,Новосибирск,Бухгалтер,Finance,6,Senior,"Junior Бухгалтер в ВТБ (2019-11 - настоящее время): Ведение учета, Финансовая отчетность | Бухгалтер в Тинькофф (2023-11 - 2025-06): Ведение учета, Финансовая отчетность","Бухгалтерский учет, 1С, Налоги",242608,Высшее,"Русский (родной), Английский (B1)","Гибкий график, Интересные проекты",2024-11-18,"Кандидат: Петров Вадим Васильевич. Профессия: Бухгалтер. Опыт: 6 лет (Senior). Навыки: Бухгалтерский учет, 1С, Налоги. Опыт работы: Junior Бухгалтер в ВТБ (2019-11 - настоящее время): Ведение учета, Финансовая отчетность | Бухгалтер в Тинькофф (2023-11 - 2025-06): Ведение учета, Финансовая отчетность. Образование: Высшее. Ожидания: Гибкий график, Интересные проекты. Город: Новосибирск"
7794,Петрова Александра Валерьевна,33,Новосибирск,Инженер-проектировщик,Other,6,Senior,"Инженер-проектировщик в Тинькофф (2019-11 - настоящее время): Консультирование клиентов, Поддержка пользователей | Старший Инженер-проектировщик в Тинькофф (2020-11 - 2025-09): Консультирование клиентов, Анализ данных","Проектирование, Черчение, AutoCAD",280594,Высшее,"Русский (родной), Английский (B1)","Конкурентная зарплата, Интересные проекты",2024-07-22,"Кандидат: Петрова Александра Валерьевна. Профессия: Инженер-проектировщик. Опыт: 6 лет (Senior). Навыки: Проектирование, Черчение, AutoCAD. Опыт работы: Инженер-проектировщик в Тинькофф (2019-11 - настоящее время): Консультирование клиентов, Поддержка пользователей | Старший Инженер-проектировщик в Тинькофф (2020-11 - 2025-09): Консультирование клиентов, Анализ данных. Образование: Высшее. Ожидания: Конкурентная зарплата, Интересные проекты. Город: Новосибирск"
7795,Иванова Ангелина Алексеевна,33,Екатеринбург,Экономист,Finance,5,Middle,"Младший Экономист в Яндекс (2020-11 - настоящее время): Анализ показателей, Финансовая отчетность | Старший Экономист в Яндекс (2021-11 - 2025-08): Анализ показателей, Финансовая отчетность","Статистика, Экономический анализ, Excel",226160,Среднее специальное,"Русский (родной), Английский (B2)","Гибкий график, Конкурентная зарплата",2024-08-07,"Кандидат: Иванова Ангелина Алексеевна. Профессия: Экономист. Опыт: 5 лет (Middle). Навыки: Статистика, Экономический анализ, Excel. Опыт работы: Младший Экономист в Яндекс (2020-11 - настоящее время): Анализ показателей, Финансовая отчетность | Старший Экономист в Яндекс (2021-11 - 2025-08): Анализ показателей, Финансовая отчетность. Образование: Среднее специальное. Ожидания: Гибкий график, Конкурентная зарплата. Город: Екатеринбург"
7796,Кузнецов Виктор Вадимович,37,Казань,Аналитик данных,Other,7,Senior,"Младший Аналитик данных в Сбербанк (2018-11 - настоящее время): Поддержка пользователей, Консультирование клиентов | Старший Аналитик данных в Тинькофф (2019-11 - 2025-08): Консультирование клиентов, Анализ данных","Python, Excel, SQL",352395,Среднее специальное,"Русский (родной), Английский (B1)","Интересные проекты, Профессиональный рост",2025-03-08,"Кандидат: Кузнецов Виктор Вадимович. Профессия: Аналитик данных. Опыт: 7 лет (Senior). Навыки: Python, Excel, SQL. Опыт работы: Младший Аналитик данных в Сбербанк (2018-11 - настоящее время): Поддержка пользователей, Консультирование клиентов | Старший Аналитик данных в Тинькофф (2019-11 - 2025-08): Консультирование клиентов, Анализ данных. Образование: Среднее специальное. Ожидания: Интересные проекты, Профессиональный рост. Город: Казань"
